ARTICULO;DESCRIPCION;PROVEEDOR;NOMBRE;STOCK;IMPORTE
0I5;PANTALON AGUA ROJO FINO T/52;0I5;ENTREPOT NAVAL, S. L.;6;14,55
0I6;PANTALON AGUA ROJO FINO T/62;0I6;ENTREPOT NAVAL, S. L.;1;14,55
0I7;CUBO + ESCURRIDOR;0I7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;3;2,15
0I7;CUBO + ESCURRIDOR;0I7;HIPER ASIA-GUO ZOHONG ZHENG S.L.;2;2,89
0I7;CUBO + ESCURRIDOR;0I7;ENTREPOT NAVAL, S. L.;1;1,1
0I8;BATERIA STANDARD 12V 180 Ah;0I8;VIACUMAR, S. L.;6;178,59
0I8;BATERIA STANDARD 12V 180 Ah;0I8;ORVILUX ELECTRICIDAD, S.L.;1;221,15
0I9;CHOCOLATE LIQUIDO BRIK 6/LT;0I9;MERCASH SAR, S. L.;2;8,7
0IA;GUISANTE CONGELADO 2.5KG;0IA;MERCASH SAR, S. L.;1;1,52
0IB;MELON PIEL SAPO;0IB;FRUTAS NIEVES, S.L.;1;1,65
0ID;HILO CORAL/P.E.NAR 4.0mm/200mt;0ID;PAMPILLON CORDELERIAS, S.L.;1;5,4
0IE;MIEL BOTE KILO;0IE;MERCASH SAR, S. L.;1;10,76
0IE;MIEL BOTE KILO;0IE;FRUTAS RAIBAL, S.L.;68;6,3
0IF;ZUMOS VARIADOS (10/LITRO);0IF;PONTEVICUS, S. L.;66;4,9
0IF;ZUMOS VARIADOS (10/LITRO);0IF;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;34;6,6
0IJ;CANGURO GUY COTTEN BICOL T/L;0IJ;MERPIVI COMERCIAL  S.L.;1;42,9
0IK;CANGURO GUY COTTEN BICOL T/XL;0IK;ENTREPOT NAVAL, S. L.;1;39,7
0IL;CANGURO GUY COTTEN BICOL T/XXL;0IL;MERPIVI COMERCIAL  S.L.;1;42,9
0IL;CANGURO GUY COTTEN BICOL T/XXL;0IL;ENTREPOT NAVAL, S. L.;2;39,7
0IO;SIROPE DE LIMON 1.2lt;0IO;COM. REYVI DE PANAD. Y PASTEL.,S.L.;7;4,71
0IP;TE VERDE AL LIMON C/20 SOBR;0IP;MERCASH SAR, S. L.;16;1,71
0IP;TE VERDE AL LIMON C/20 SOBR;0IP;PONTEVICUS, S. L.;56;0,92
0IP;TE VERDE AL LIMON C/20 SOBR;0IP;CARREFOUR VIGO;27;1,3
0IQ;PAN RALLADO C/AJO Y PEREJIL BI;0IQ;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;5;0,45
0IQ;PAN RALLADO C/AJO Y PEREJIL BI;0IQ;DISTRIBUCIONES LORRI C.B.;2;2,7
0IR;CANDADO LATON A/N TIFON 40;0IR;MAFERGA, S.A.;18;3,9
0IT;CANDADO LATON A/N TIFON 50;0IT;FERRETERIA PLAZA, S. L.;17;8,5
0IU;PICA¥A TERNERA CONGELADA;0IU;CHOLO CARNICAS, S. L.;2;6,6
0ix;SALERO CON DOSIFICADOR GRUESO;0ix;PONTEVICUS, S. L.;1;1,35
0IY;SALERO CON DOSIFICADRO FINO;0IY;PONTEVICUS, S. L.;7;0,45
0J0;GIRATORIO INOX PEQ. 2S C/100UN;0J0;ENA-EFCT.NAVALES del ATLANTICO SL;20;28
0J1;JENGIBRE SALERO;0J1;PONTEVICUS, S. L.;24;0,69
0J1;JENGIBRE SALERO;0J1;DISTRIBUCIONES LORRI C.B.;24;0,53
0J3;PASTA ELICOIDALE 500GR;0J3;PONTEVICUS, S. L.;14;0,89
0J4;HILO NYLON BLANCO 5.0mm/100mt;0J4;PAMPILLON CORDELERIAS, S.L.;2;5,25
0J4;HILO NYLON BLANCO 5.0mm/100mt;0J4;ENTREPOT NAVAL, S. L.;3;5,25
0J5;PASTECA BISAGRA INOX C/CANAMO;0J5;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;1;91,5
0J6;CUERDA POLY-STEEL 10mm/200mt;0J6;PAMPILLON CORDELERIAS, S.L.;4;3,65
0J7;RAMALILLO ZOCALIN NEGRO 3/300m;0J7;PASAXE Suministros Navales, S. L.;2;7,2
0J9;DETERGENTE KEL BOLSA  1/500G;0J9;DARLIM-DIST. ARTICULOS LIMPIEZA SL;169;0,81
0JA;DISCO LIJA LAMINAS;0JA;FERRETERIA PLAZA, S. L.;5;2
0JD;HILO NYLON BLANCO 1.5mm/100mt;0JD;PAMPILLON CORDELERIAS, S.L.;3;6,1
0JE;RATICIDA;0JE;SUPERMERCADOS FROIZ;6;2,41
0JF;TARTA TIRAMISU;0JF;COM. REYVI DE PANAD. Y PASTEL.,S.L.;5;24,84
0JF;TARTA TIRAMISU;0JF;ELMAR FROZEN FOOD SLU;6;8,55
0JH;CANELA RAMA 220GR;0JH;MERCASH SAR, S. L.;16;8,85
0JI;VASO WHISKY 290CC;0JI;FERRETERIA PLAZA, S. L.;12;0,93
0JJ;CHORIZO GRAN VELA;0JJ;V.R.FABRICA DE EMBUTIDOS S.L.;1;3,95
0JJ;CHORIZO GRAN VELA;0JJ;DIMERCA-DISTRIB. MERA Y CARMES S.L.;6;4,9
0JL;GUANTES DUO-MIX R405319;0JL;SELA SAFETY S.L.;204;0,94
0JM;FIDEOS COLORES KILO;0JM;COM. REYVI DE PANAD. Y PASTEL.,S.L.;5;5,03
0JM;FIDEOS COLORES KILO;0JM;DISLEDO MOS S.L.;11;4,28
0JO;CAMISETA MANGA CORTA;0JO;FERNANDO ESCOLA, C.B.;2;2,9
0JO;CAMISETA MANGA CORTA;0JO;COSTA OESTE DEL ATLANTICO S.L.;63;2,9
0JP;MOLDE BIZCOCHO 26CM;0JP;FERRETERIA PLAZA, S. L.;1;6,33
0JR;NESCAFE GOLD 1/100gr;0JR;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;24;3,45
0JT;PASTA COUS COUS GALLO 1/250grs;0JT;MERCASH SAR, S. L.;36;0,45
0JV;CASCO AUDITIVO;0JV;MAFERGA, S.A.;7;3,5
0JW;LIMPIACRISTALES GOMA 36CM;0JW;FERRETERIA PLAZA, S. L.;1;3,24
0K1;CERVEZA MAHOU MIXTA 24/33CL;0K1;PONTEVICUS, S. L.;7;7,88
0K2;SACACORCHOS DOBLE PALANCA;0K2;FERRETERIA PLAZA, S. L.;1;6,64
0K2;SACACORCHOS DOBLE PALANCA;0K2;MAFERGA, S.A.;6;0,91
0K3;CONFITURA NARANJA 1/350GRS;0K3;PONTEVICUS, S. L.;4;1,59
0K3;CONFITURA NARANJA 1/350GRS;0K3;CARREFOUR VIGO;8;1,5
0K4;UVAS PASAS BOLSA 1/200GRS;0K4;PONTEVICUS, S. L.;61;0,9
0K5;CREMA CACAHUETE 1/500GRS;0K5;PONTEVICUS, S. L.;6;2,7
0K6;TOMILLO 6/35GRS;0K6;PRODUCTOS JAUJA,S.A.;17;2,04
0K7;PIMIENTA 5 COLORES 1/500GRS;0K7;PRODUCTOS JAUJA,S.A.;1;3,73
0K8;APIO 10KG CONGELADO;0K8;ELMAR FROZEN FOOD SLU;1;0,7
00K;CUERDA BETA NYLON 22MM/60MTS;00K;PAMPILLON CORDELERIAS, S.L.;17;2,2
0KB;MIEL BOTE 1/500GRS;0KB;MERCASH SAR, S. L.;7;3,72
0KB;MIEL BOTE 1/500GRS;0KB;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;5;3,02
0KD;SALSA BOLO¥ESA 1/260GRS;0KD;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;12;0,8
0KG;RON BACARDI LIMON 1/LITRO;0KG;MERCASH SAR, S. L.;1;11,89
0KI;FIDEOS CHOCOLATE FCO.55GRS;0KI;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;36;0,75
0KI;FIDEOS CHOCOLATE FCO.55GRS;0KI;PONTEVICUS, S. L.;10;1,27
0KJ;FLAN 8 UNID.ROYAL 130GR;0KJ;MERCASH SAR, S. L.;324;0,95
0KL;MANGA PASTELERA CON BOQUILLAS;0KL;TEN HOME PLUS CORUXO S.L.;1;2,07
0KL;MANGA PASTELERA CON BOQUILLAS;0KL;MAFERGA, S.A.;1;5,29
0KM;GRAPA COBRE 1.5x16 C/2.000Und;0KM;ENA-EFCT.NAVALES del ATLANTICO SL;66;68
0KN;TANZA 3.00 CELESTE KR 1/1000MT;0KN;ENTREPOT NAVAL, S. L.;12;4,9
0KO;TUBO POTA VAINA;0KO;BECOGALIA AFINES S.L.(LOPEZ FREIRE);27;4,56
0KO;TUBO POTA VAINA;0KO;ELMAR FROZEN FOOD SLU;23;4,07
0KP;GEL SANEX DERMO 900ML;0KP;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;4;1,99
0KP;GEL SANEX DERMO 900ML;0KP;PONTEVICUS, S. L.;12;2,09
0KU;ZOCALIN 3.5MM AZUL;0KU;PASAXE Suministros Navales, S. L.;2;7,2
0KV;ABRELATADS MARIPOSA;0KV;MAFERGA, S.A.;4;3,43
0KW;CAFETERA PAVA 2.8 LITROS INOX;0KW;MAFERGA, S.A.;2;22,84
0KX;BOL CONICO INOX;0KX;MERCASH SAR, S. L.;2;2,46
0KX;BOL CONICO INOX;0KX;FERRETERIA PLAZA, S. L.;12;2,07
0KZ;ESCURRIDERA C/BASE INOX;0KZ;MAFERGA, S.A.;1;133,34
0L0;TANZA 2.00 VERDE PT 500MT;0L0;CADILHE & SANTOS LDA;45;5,15
0L1;PASTA FIDEO ENTREFINO 1/500GR;0L1;PONTEVICUS, S. L.;18;0,36
0L2;ESTROPAJO NANAS 60gr 1/1;0L2;PONTEVICUS, S. L.;3;0,95
0L3;QUESO EDAM BARRA  1/PIEZA;0L3;DIMERCA-DISTRIB. MERA Y CARMES S.L.;33;6,1
0L4;PI¥A ALMIBAR LATA KG.;0L4;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;40;1,71
0L6;CURRY Salseros;0L6;PRODUCTOS JAUJA,S.A.;24;0,41
0L7;LOMO EMBUCHADO SALAMANCA;0L7;DIMERCA-DISTRIB. MERA Y CARMES S.L.;8;10,33
0L8;CHORIZO CULAR SALAMANCA;0L8;DIMERCA-DISTRIB. MERA Y CARMES S.L.;27;4,04
0L9;SALCHICHON CULAR MITADES;0L9;DIMERCA-DISTRIB. MERA Y CARMES S.L.;27;4,04
0LA;PIMIENTO PIQUILLO D.O. FCO;0LA;DIMERCA-DISTRIB. MERA Y CARMES S.L.;15;3,45
0LB;CROISSANT C/10U;0LB;MERCASH SAR, S. L.;60;0,85
0LF;TIRA CERDO IBERICA;0LF;V.R.FABRICA DE EMBUTIDOS S.L.;1;6,75
0LG;JAMON IBERICO LONCHAS 75GR;0LG;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;14;3,75
0LH;COLCHON MUELLES MENORCA 60;0LH;COLCHONERIA MARCO, S. L.;3;85
0LI;SALSA PICANTE 1/200ml;0LI;DISTRIBUCIONES LORRI C.B.;16;1,45
0LI;SALSA PICANTE 1/200ml;0LI;ENTREPOT NAVAL, S. L.;24;1,28
0LJ;PIMENTON PICANTE Salseros;0LJ;PONTEVICUS, S. L.;2;1,2
0LK;FRITADA-PISTO HORTALIZA 1/500g;0LK;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;120;0,66
0LL;MOSQUETON 3.75X140 SBL A C/50;0LL;ENTREPOT NAVAL, S. L.;119;41
0LN;SOPA AVE C/FIDEO KNORR SOBRE;0LN;MERCASH SAR, S. L.;38;0,54
0LN;SOPA AVE C/FIDEO KNORR SOBRE;0LN;PONTEVICUS, S. L.;38;0,5
0LO;CAJA CART 800x600x600 C/PALLET;0LO;EMBARBOX - EMBALAJES ARMANDO, S. L.;2;8,85
0LP;ACEITE OLIVA INTENSO LITRO;0LP;MERCASH SAR, S. L.;499;2,89
0LP;ACEITE OLIVA INTENSO LITRO;0LP;PONTEVICUS, S. L.;250;3,56
0LQ;MANGUERA CABALLO NEGRA 3/4 25M;0LQ;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;1;155,88
0LR;ZUMO MELOCOTON 1/LT;0LR;MERCASH SAR, S. L.;24;0,49
0LR;ZUMO MELOCOTON 1/LT;0LR;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;162;0,76
0LR;ZUMO MELOCOTON 1/LT;0LR;PONTEVICUS, S. L.;46;0,51
0LR;ZUMO MELOCOTON 1/LT;0LR;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;288;0,53
0LS;PASTA PLUMA-MACARRON 5KG;0LS;PONTEVICUS, S. L.;1;3,5
0LV;JABON LIQUIDO MANOS 1/500ML;0LV;PONTEVICUS, S. L.;2;0,62
0LX;CONTENEDOR 1200x800x760mm 470L;0LX;PLASTIPON U.E. S.L.;16;121,73
0LY;VINO TINTO DON SIMON 1/LT;0LY;CASH GALICIA, S. L.;36;1,04
0LY;VINO TINTO DON SIMON 1/LT;0LY;MERCASH SAR, S. L.;168;1,04
0LY;VINO TINTO DON SIMON 1/LT;0LY;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;854;1,01
0LY;VINO TINTO DON SIMON 1/LT;0LY;PONTEVICUS, S. L.;132;1,13
0LY;VINO TINTO DON SIMON 1/LT;0LY;ENTREPOT NAVAL, S. L.;181;0,99
0LZ;LECHE SEMI PASCUAL 1/LT;0LZ;MERCASH SAR, S. L.;168;0,77
0LZ;LECHE SEMI PASCUAL 1/LT;0LZ;QUALIANZA SER. INT. DIST. S.L.U.;96;0,83
0M0;MAGDALENAS CUADRADA 350grs;0M0;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;20;0,6
0M0;MAGDALENAS CUADRADA 350grs;0M0;PONTEVICUS, S. L.;20;0,65
0M0;MAGDALENAS CUADRADA 350grs;0M0;BIMBO S.A.U.;60;0,65
0M1;PILA ALKALINA LR03 VARTA UND;0M1;ENTREPOT NAVAL, S. L.;10;0,18
0M2;BOLLO EMPRESA 110gr;0M2;"TUYPAN" PANADERIA TRADICIONAL;1200;0,28
0M3;BARRA BAGUETINA "TYP" 1/120g;0M3;"TUYPAN" PANADERIA TRADICIONAL;1540;0,3
0M4;REFRESCO SPRITE LATA 1/33CL.;0M4;PONTEVICUS, S. L.;481;0,46
0M5;SPRITE FRESH BOTELLA 2LT.;0M5;MERCASH SAR, S. L.;6;0,23
0M5;SPRITE FRESH BOTELLA 2LT.;0M5;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;240;0,26
0M5;SPRITE FRESH BOTELLA 2LT.;0M5;PONTEVICUS, S. L.;716;0,32
0M6;LOOP PROTECTOR 2.0mm C/500Und;0M6;MIRALLES REPRESENTACIONES SL;7;13,2
0M7;LOOP PROTECTOR 2.2mm C/500und;0M7;MIRALLES REPRESENTACIONES SL;2;13,7
0M8;SIDRA GAITEIRO S/ALCOHO 1/75CL;0M8;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;12;1,68
0M9;AGUA FONT VELLA 1.5LT;0M9;MERCASH SAR, S. L.;30;0,46
00M;TABLERO FENOLICO 118x82X1CM;00M;CARPINTERIA NAVAL NIETO S.L.;8;24,6
0MA;LINTERNA LED 10W;0MA;FERRETERIA PLAZA, S. L.;1;18,04
0MB;Z***FANTA NARANJA LATAS 1/33cc;0MB;MERCASH SAR, S. L.;34;0,33
0MC;Z***REFR/ENERGY POWERKING 25CC.;0MC;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;168;0,29
0MD;z**AQUARIUS LIMON LATA 1/33cc;0MD;CASH GALICIA, S. L.;48;0,51
0ME;CINTA AISLANTE VERDE;0ME;FERRETERIA PLAZA, S. L.;2;0,56
0MF;Z***SEVEN UP EN LATA 1/33CC.;0MF;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;240;0,27
0MG;Z***NESTEA LIMON 1/33CC.;0MG;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;480;0,47
0MH;LECHE ENTERA BRIK 1/LITRO;0MH;MERCASH SAR, S. L.;494;0,88
0MH;LECHE ENTERA BRIK 1/LITRO;0MH;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;1122;0,59
0MH;LECHE ENTERA BRIK 1/LITRO;0MH;PONTEVICUS, S. L.;126;0,67
0MI;VINO BLANCO DON SIMON 1/LT;0MI;MERCASH SAR, S. L.;22;1,07
0MI;VINO BLANCO DON SIMON 1/LT;0MI;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;122;1,01
0MJ;CACAO PALADIN 340GR;0MJ;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;2;2
0MJ;CACAO PALADIN 340GR;0MJ;PONTEVICUS, S. L.;9;2,1
0MM;AGUA CON GAS 6/1000ml;0MM;MERCASH SAR, S. L.;15;4,08
0MN;CAFE GRANO KG;0MN;PONTEVICUS, S. L.;82;4,59
0MO;CARTUCHO IMPRESORA 301 COLOR;0MO;NEXO EQUIPAMIENTO MODULAR OFICINAS;6;21,08
0MO;CARTUCHO IMPRESORA 301 COLOR;0MO;MEDIA MARKT VIGO;7;11,56
0MQ;MANTECA DE CERDO IBERICA;0MQ;CHOLO CARNICAS, S. L.;2;2,9
0MQ;MANTECA DE CERDO IBERICA;0MQ;PONTEVICUS, S. L.;2;1,55
0MR;HUESOS TERNERA PARA SOPA;0MR;CHOLO CARNICAS, S. L.;1;0,35
0MR;HUESOS TERNERA PARA SOPA;0MR;VENDISFRIG, S.L.;2;1,75
0MS;MORCILLO S/HUESO;0MS;VENDISFRIG, S.L.;26;3,95
0MX;GRAPA COBRE 3.5-4x16 C/500und;0MX;PASAXE Suministros Navales, S. L.;4;35
0MY;QUESO FRESCO SAN MILLAN 200GR;0MY;PONTEVICUS, S. L.;5;1,15
0MZ;PAR GUANTE HORNO ANTICALORICO;0MZ;MAFERGA, S.A.;12;3,7
0MZ;PAR GUANTE HORNO ANTICALORICO;0MZ;FERNANDO ESCOLA, C.B.;8;6,9
0N0;TUBO PVC 250X3MT;0N0;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;1;46,19
0N1;MOSQUETON 20X80 S/BL A C/100;0N1;ENTREPOT NAVAL, S. L.;16;26
0N3;TARTA LAM. CARAMELO 1 LITRO;0N3;BECOGALIA AFINES S.L.(LOPEZ FREIRE);17;3,99
0N4;NATA MONTAR BRIK 6/LT;0N4;PONTEVICUS, S. L.;5;17,88
0N5;TE SOBRES ROJO C/50 SOBRES;0N5;PONTEVICUS, S. L.;10;1,1
0N6;TE SOBRES VERDE C/50sobres;0N6;PONTEVICUS, S. L.;7;1,1
0N8;CAPAZO 15L;0N8;GREGORY PARK SALES S.L.;3;2,27
0N9;CERVEZA SAN MIGUEL 24/33cc;0N9;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;60;7,92
0N9;CERVEZA SAN MIGUEL 24/33cc;0N9;PONTEVICUS, S. L.;40;7,76
0ND;JUNTA NBR PARA BRIDA DE DN-125;0ND;CONAVI S.L.U.;4;5,99
0NE;ANZUELO 17/0 REC.GAL ANC/100Un;0NE;O.MUSTAD&SON PORTUGAL LDA;20;21
0NF;POTA LUMINOSA 40cm C/10Und;0NF;ENTREPOT NAVAL, S. L.;62;18,61
0NG;POTA CHOCOLATE 40cm C/10und;0NG;ENTREPOT NAVAL, S. L.;306;19,54
0NH;BOL CRISTAL;0NH;FERRETERIA PLAZA, S. L.;10;3,29
0NH;BOL CRISTAL;0NH;HIPER ASIA-GUO ZOHONG ZHENG S.L.;2;6,41
0NJ;TANZA 2.20 AZUL-IT 1/1500mt;0NJ;ENTREPOT NAVAL, S. L.;3;6,55
0NK;PINTURA BOTE DOS COMPONENTES;0NK;FERRETERIA PLAZA, S. L.;1;4,7
0nm;PINTURA VERDE 4LT;0nm;INDUSTRIAS PROA S.A.;3;39,15
0NO;COLADOR DE CAFE C/MANGO 20cm;0NO;FERRETERIA PLAZA, S. L.;5;1,93
0NO;COLADOR DE CAFE C/MANGO 20cm;0NO;MAFERGA, S.A.;5;7,89
0NP;PANTALON BORREGUITO TEJANO XL;0NP;FERNANDO ESCOLA, C.B.;20;25,56
0NQ;GRILLETE INOX LIRA PUNZON 25MM;0NQ;SUM.PQ.ACUICOLAS SL-QUINTAS&QUINTAS;6;25
0NR;GRILLETE INOX LIRA PUNZON 16MM;0NR;SUM.PQ.ACUICOLAS SL-QUINTAS&QUINTAS;15;6,74
0NS;PASTECA INOX DBL C/ROD 80x30;0NS;EFECTOS NAVALES FERNANDEZ VILA, SL.;1;313,28
0NT;PASTECA INOX SPL C/ROD 80x30;0NT;EFECTOS NAVALES FERNANDEZ VILA, SL.;1;344,61
0NT;PASTECA INOX SPL C/ROD 80x30;0NT;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;1;149,5
0NU;PECHUGA POLLO FIAMBRE 1/400GR;0NU;CAMPOFRIO FOOD GROUP S.A.U;12;1,9
0NU;PECHUGA POLLO FIAMBRE 1/400GR;0NU;CARREFOUR VIGO;27;2,18
0NU;PECHUGA POLLO FIAMBRE 1/400GR;0NU;MERCADONA S.A.;24;2,72
0NY;VELCRO 1 CARA  HEMBRA;0NY;FERRETERIA PLAZA, S. L.;8;0,73
0NZ;VELCRO 1 CARA  MACHO;0NZ;FERRETERIA PLAZA, S. L.;8;0,73
0O0;CUTTER ALUMINIO;0O0;MAFERGA, S.A.;2;1,82
0O1;BATIDORA 450W;0O1;FERRETERIA PLAZA, S. L.;1;22,73
0O1;BATIDORA 450W;0O1;ORVILUX ELECTRICIDAD, S.L.;3;27,7
0O1;BATIDORA 450W;0O1;MAFERGA, S.A.;1;27,1
0O2;GRAPA COBRE 1.5x18 C/1000und;0O2;ENA-EFCT.NAVALES del ATLANTICO SL;10;44,1
0O4;GUANTES LANA;0O4;HAE SUNG ENTREPRISE CO.,LTD;6947;0,18
0O9;BOTAS GUY COTTEN THERMO ORANGE;0O9;ENTREPOT NAVAL, S. L.;10;53,98
00O;CUCHILLO ARCOS Ref/283104;00O;FERRETERIA PLAZA, S. L.;1;15,5
0OA;FUNDA BLANCA 20 cm;0OA;GRUPO SAMPER VA¥O S.L.;79;1,92
0OA;FUNDA BLANCA 20 cm;0OA;ENTREPOT NAVAL, S. L.;11;1,92
0OC;FUNDA RAFIA TUBULAR 40cm;0OC;PASAXE Suministros Navales, S. L.;10;3,6
0OC;FUNDA RAFIA TUBULAR 40cm;0OC;IBERSACO, S. A.;54;2,98
0OD;BUZO DE TERGAL T.XL;0OD;INMAGAR MANUF. Y DISTRIB. S.L.;1;13,86
0OE;CUERDA POLY-STEEL 24mm/200mt;0OE;PAMPILLON CORDELERIAS, S.L.;1;2,85
0OI;MOSQUETON T/WICHARD 100 S/OJO;0OI;ENTREPOT NAVAL, S. L.;23;1
0OJ;MOSQUETON T/WICHARD 120 C/OJO;0OJ;EFECNOR - EFECTOS NAVALES NOROESTE;4;5,68
0OK;GANCHO BICHERO INOX "2" 10mm;0OK;ENTREPOT NAVAL, S. L.;6;1
0OL;CEREZAS ALMIBAR BOTE;0OL;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;54;2,8
0OX;RON HABANA CLUB A¥EJO ESPEC.LT;0OX;B&S BOSMAN GLOBAL BV;6;9,25
0OX;RON HABANA CLUB A¥EJO ESPEC.LT;0OX;PENTRADE B.V.-Duty Free Wholesaler;24;10,3
0OX;RON HABANA CLUB A¥EJO ESPEC.LT;0OX;B&S FOODSERVICE B.V.;60;9,25
0P0;PURE DE PATATA 1 KG;0P0;PROMOLAC ESPA¥A. S.A.;72;2,49
0P1;BOTAS PUROFORT AMARILLA/NEGRA;0P1;A POUTADA, S. L.;4;39,56
0P1;BOTAS PUROFORT AMARILLA/NEGRA;0P1;ENTREPOT NAVAL, S. L.;8;51,67
0P3;CHAQUETON FRIO T/XL;0P3;MERPIVI COMERCIAL  S.L.;3;45
0P5;ESCARPINES Par;0P5;MERPIVI COMERCIAL  S.L.;15;14
0P9;LAVAVAJILLAS FLOTA 1/850ml;0P9;MERCASH SAR, S. L.;6;0,65
0P9;LAVAVAJILLAS FLOTA 1/850ml;0P9;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;12;0,69
0P9;LAVAVAJILLAS FLOTA 1/850ml;0P9;ENTREPOT NAVAL, S. L.;22;0,59
00P;CUCHILLO ARCOS Ref/283304;00P;MAFERGA, S.A.;2;18,32
0PB;CHAQUETON FRIO PANOPLY T/XXXL;0PB;ENTREPOT NAVAL, S. L.;3;34
0PD;PANTALON FRIO T/XL;0PD;FERNANDO ESCOLA, C.B.;3;23,5
0PD;PANTALON FRIO T/XL;0PD;ENTREPOT NAVAL, S. L.;5;24,95
0PJ;CONO HELADO NATA-CHOCO 6/PK4;0PJ;ENTREPOT NAVAL, S. L.;28;1,12
0PK;ENJARETADO 38x38x30;0PK;ENTREPOT NAVAL, S. L.;2;135
0PO;CINTA METRICA FIBRA VIDRIO 30M;0PO;MAFERGA, S.A.;1;10,65
0PQ;LINTERNA BRIGHT 2217 C/PILAS;0PQ;VIGO-COAST, S.L.;1;16,15
0PR;BANDERA NAMIBIA 100x60;0PR;VIGO-COAST, S.L.;1;17
0PS;BANDERA SENEGAL 100x60;0PS;VIGO-COAST, S.L.;2;13,18
0PT;LUZ P/CHALECO SAFELITE;0PT;VIGO-COAST, S.L.;7;7,76
0PU;CUBO REDONDO PLASTICO C/TAPA;0PU;MAFERGA, S.A.;2;10,34
0PV;CUERDA POLY-STEEL 6mm/400mt;0PV;PAMPILLON CORDELERIAS, S.L.;2;4,5
0PV;CUERDA POLY-STEEL 6mm/400mt;0PV;ENTREPOT NAVAL, S. L.;1;3,65
0PW;GRILLETE INOX RCTO PUNZON 12mm;0PW;SUM.PQ.ACUICOLAS SL-QUINTAS&QUINTAS;9;2,75
0PX;GRILLETE INOX RCTO PUNZON 14mm;0PX;SUM.PQ.ACUICOLAS SL-QUINTAS&QUINTAS;5;4,41
0PY;CALLOS MADRILE¥A LATA;0PY;CARREFOUR VIGO;12;1,82
0PZ;SALSA AJINOMOTO 100GRS;0PZ;LA TIENDA LATINA-JOSE A.QUIROZ GIRB;5;1,68
0Q0;ALFOMBRA PRACTICO 1.30 metro;0Q0;FERRETERIA PLAZA, S. L.;6;9,5
0Q1;OBLEAS-GALLETAS HELADO 30GR;0Q1;MERCASH SAR, S. L.;263;0,25
0Q2;GALLO "G" CONGELADO 700/1000;0Q2;ELMAR FROZEN FOOD SLU;26;3,83
0Q3;BONITO LOMOS AC/OLIVA 250ML;0Q3;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;24;2,5
0Q4;ATUN VENTRESCA AC/OLIVA 120GR;0Q4;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;250;1,98
0Q5;TERMO DOSIFICADOR 1.9LT;0Q5;MERCASH SAR, S. L.;2;17,49
0Q5;TERMO DOSIFICADOR 1.9LT;0Q5;FERRETERIA PLAZA, S. L.;2;23,9
0Q6;SUAVIZANTE 2.4LT;0Q6;PONTEVICUS, S. L.;2;1,19
0Q7;FRITADA HORTALIZAS FCO.1/440GR;0Q7;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;72;0,61
0Q9;CURRY 6/35GR;0Q9;PRODUCTOS JAUJA,S.A.;1;2,46
00Q;CUCHILLO ARCOS Ref/281104;00Q;FERRETERIA PLAZA, S. L.;1;7,65
0QA;PIMIENTA BLANCA GRANO 6/30GR;0QA;DISTRIBUCIONES LORRI C.B.;1;3,18
0QA;PIMIENTA BLANCA GRANO 6/30GR;0QA;PRODUCTOS JAUJA,S.A.;1;2,04
0QB;ROMERO SALSERO 6BOTES;0QB;DISTRIBUCIONES LORRI C.B.;1;3,18
0QC;SALCHICHA CAMPESAN QUESO 170GR;0QC;CAMPOFRIO FOOD GROUP S.A.U;8;1,41
0QD;ENSALADILLA CONG. 2.5KG.;0QD;MERCASH SAR, S. L.;8;0,96
